债券代码,发行人,是否违约,违约、展期日期,是否有担保,企业性质,是否上市公司,所属行业（Wind),主营业务收入（百万元）,毛利率,净利率,ROE,ROA,主营业务比率,ROIC,EBITDA/营业总收入,经营活动净收益/利润总额,销售商品提供劳务收到的现金/营业收入,经营活动产生的现金流量净额/营业收入,净利润现金含量,资产负债率,长期资本负债率,流动资产/总资产,流动负债/负债合计,流动比率,速动比率,现金比率,现金到期债务比,现金流量利息保障倍数,息税折旧摊销前利润/负债,经营活动产生的现金流量净额/带息债务,经营活动产生的现金流量净额/净债务,非筹资性现金净流量与负债总额的比率,已获利息倍数(EBIT/利息费用),长期债务与营运资金比率,长期负债占比,EBITDA/带息债务,EBITDA/利息费用,货币资金/短期债务,营业周期,存货周转率,应收账款周转率,应付账款周转率,现金周转率,营业利润(同比增长率),营业收入(同比增长率),净资产(同比增长率),总负债(同比增长率),现金净流量(同比增长率),货币资金增长率,Z值,审计意见类别,大股东持股比例,实际控制人属性,估价收益率(%)(中债),估价凸性(中债),最新未使用授信额度,对外担保余额,所属省市,注册资本,有息负债,短期借款,长期借款,应付债券,取得借款流入的现金,一年内到期的非流动负债
188500.SH,吉林省信用融资担保投资集团有限公司,0,2021/8/9,0,地方国有企业,0,其他多元金融服务,155.6512625,8.4488,70.4925,3.0777,2.1726,100.0585117,1.6871,29.90957418,100.0585,0,301.7,381.4720747,47.3446,18.29586196,72.1176,75.302,2.0229,2.0221,0.459240821,65.20414946,0,0.0525,0.146678341,0.2435,13.58991263,0,0.3207,24.69796501,0.060404376,0,1.767966546,395.7802,12.7963,0.9792,14.94808326,15.0823381,-61.3441,-53.3566,3.10985666,3.772989382,262.503948,61.02692153,1.388120856,标准无保留意见,82.44999695,地方国资委,0,0,661.16,2115602.76,长春市,13.595816,32.01565291,599.2,336,573.3710692,14.919,1.21
188492.SH,泰州三福重工集团有限公司,0,2021/8/9,1,民营企业,0,建筑机械与重型卡车,4594.97409,9.2459,4.5147,3.2548,3.1789,95.89168546,2.9673,10.02424579,95.1194,100.81,5.52,122.2688481,25.765,5.778741737,72.3754,82.329,3.412,2.2301,1.352935189,26.19786486,2.839618277,0.2049,0.493781406,0,6.097818287,9.5741,0.089,17.67103852,0.896683013,15.58143719,2.585345375,181.2233,1.9865,0,30.0694549,357.7957305,-15.295,-10.5109,3.30861039,-20.01171854,179.4797839,9.377331376,3.719002795,标准无保留意见,88.48999786,个人,0,0,36.69,950,泰州市,8,5.136837543,150.2,0,307.949717,2.0881308,0.555340373
132100087.IB,广东省电力开发有限公司,0,2021/8/9,1,地方国有企业,0,电力,810.2717833,50.7009,15.375,3.2391,3.3261,99.94851033,1.6908,59.37787984,124.2006,77.81,40.18,286.1445105,53.3261,44.76054444,16.9301,33.6746,0.9428,0.9386,0.383720291,57.60953436,2.662300245,0.1106,0.11141989,0.138,-18.77104946,2.1911,0,59.58372577,0.164655264,4.213976989,0.994631194,208.6396,41.6684,1.8,0.589352836,115.3442231,179.246,15.1772,2.768488341,37.11959457,-3237.371158,-33.311488,0.794486972,标准无保留意见,100,地方国资委,0,0,44.27,0,广州市,28.06903786,29.21997117,240,1856.8674,500,9.901834435,3.251297166
113627.SH,宁波太平鸟时尚服饰股份有限公司,0,2021/8/6,0,民营企业,1,服装、服饰与奢侈品,9386.865188,52.4938,7.5287,19.2342,11.7528,102.1126037,16.2263,12.13857406,83.4535,101.59,12.3,161.9456762,54.3352,2.380461273,73.8504,97.9522,1.3876,0.8912,0.55697608,133.8904491,89.37042138,0.2455,2.343796527,0,6.549161812,118.1159,0.0539,0,2.313485391,147.2238007,0.770787774,192.8975,2.1693,13.3604,2.396654179,1569.50414,30.2278,18.407,10.89687539,32.62424462,-17.27294455,-1.10404804,3.903770415,标准无保留意见,48.11000061,个人,0,0,11.21,0,宁波市,4.76448241,4.925173021,492.5173021,0,0,5.201172544,0
188313.SH,湖南省财信资产管理有限公司,0,2021/8/6,0,地方国有企业,0,多领域控股,1065.19851,0,25.2365,7.2777,3.1051,100.4101489,2.3714,29.95506306,100.4101,453.3,-14.79,-67.90636853,61.0539,61.32403768,34.5617,23.5287,2.4059,2.4059,0.93751831,-20.99175147,0,0.0495,-0.027759783,-0.036,7.313958579,0,2.3117,76.47126449,0.056223449,0,1.730725325,0.0999,0,3602.1362,0,90.7495347,16.1792,39.7855,-5.009985297,13.04315615,120.2962064,23.86519061,0.831529153,标准无保留意见,100,地方政府,0,0,58.53,0,长沙市,30,56.7522793,750.5,2929.5,1995.22793,47.10453,0
123119.SZ,深圳康泰生物制品股份有限公司,0,2021/8/5,0,民营企业,1,生物科技,2261.17738,89.9917,30.0368,13.2943,11.0909,100.3833169,8.9903,37.90863688,91.0505,75.61,19.45,64.76096052,22.1302,4.664063887,55.7626,82.7856,3.0437,2.7951,1.730031953,1437.334192,188.1571756,0.4041,4.823673868,0,-160.1580135,0,0.1017,3.196283195,9.400449322,0,28.84466871,741.1799,0.6803,1.6981,1.635633342,338.8480306,17.8704,16.3557,170.9805743,77.02523208,478.8381981,74.7151023,34.94796338,标准无保留意见,26.78000069,个人,0,0,17.438895,0,深圳市,11.2049344,0.91185165,11.32278945,67.79545884,0,0.911104588,0.120669167
196630.SH,临海市城市建设发展与投资集团有限公司,0,2021/8/5,1,地方国有企业,0,综合类行业,505.3544172,7.4927,26.3754,1.809,2.1619,100.4339556,1.225,47.97525442,-73.2049,134.43,-234.98,-890.8916579,33.5348,27.06451299,82.3822,26.4538,9.2864,2.4708,1.407466155,-212.2747417,-11.64823814,0.0636,-0.356508931,-0.6209,-31.45593929,2.6067,0.3355,73.45359333,0.072788536,2.867485515,2.535565329,4591.5192,0.0785,65.0768,0,41.01536787,-0.1701,0.5569,5.074851625,106.6423115,215.5378603,35.62458225,2.226734851,标准无保留意见,100,地方政府,0,0,30.2,0,临海市,1,33.30813905,470,1774,997.4139047,33.43,0.894
188476.SH,北京首都开发控股(集团)有限公司,0,2021/8/5,0,地方国有企业,0,房地产开发,52478.46498,27.3388,9.7505,10.8869,2.7522,103.0757002,0.9025,20.05155005,73.3629,119.01,10.24,260.4360017,79.1468,86.13185536,84.5078,58.3105,1.8311,0.6271,0.284937972,14.87784413,0.614019154,0.0358,0.035548227,0.0525,0.437693921,1.3814,0.8602,41.24963392,0.069630587,4.421688064,1.352159219,1922.1019,0.188,49.9422,3.314346258,121.5269632,-15.4989,-7.3898,7.877136756,6.102073481,229.0996928,17.58161631,0.889946834,标准无保留意见,100,地方国资委,0,0,3999.9,630100,北京市,22.221,1511.224603,3872.931021,73232.28297,39162.34904,720.9082725,318.5244989
178791.SH,江苏建秋高科集团有限公司,0,2021/8/5,1,地方国有企业,0,建筑与工程,435.6338345,20.1662,24.8558,2.3069,1.1081,99.88580026,1.1833,41.95636438,39.0552,71.36,-156.98,-647.4262616,54.0473,36.40492777,70.6907,51.7177,2.529,1.3647,0.266568591,-33.39427519,-1491.488337,0.031,-0.174783497,-0.2206,-12.81925271,0,0.6106,48.17103127,0.046715254,0,0.397011657,3531.8184,0.1073,2.0369,3.096689547,527.7763326,0.8514,3.2101,18.89087001,-11.76801736,485.1884453,-1.90823326,1.154094801,标准无保留意见,87.5,地方政府,0,0,27.93,312822.5,邳州市,2,39.12557554,265,1995.75,0,19.908,16.51807554
196710.SH,保定市国控集团有限责任公司,0,2021/8/5,0,地方国有企业,0,综合支持服务,1126.2948,23.9707,12.7555,1.5139,0.5636,98.70917798,0.7561,0,52.5806,57.48,-413.45,-3232.743416,58.7711,43.13667568,85.4433,47.6331,3.0521,1.6589,0.398107957,-1970.68066,0,0,-0.566600363,-0.8797,-33.50977483,0,0.5357,51.69525061,0,0,12.37927592,3817.2422,0.0949,15.1417,2.963213408,34.98749222,-21.4023,-16.9127,27.38594034,95.58404184,0,-18.04838285,1.180107032,标准无保留意见,100,地方政府,0,0,208.56,11210,保定市,100,82.187,0,7983.7,0,53.8,2.35
196750.SH,林州红旗渠经济技术开发区汇通控股有限公司,0,2021/8/5,1,地方国有企业,0,贸易公司与工业品经销商,1462.451253,14.383,10.7455,1.6032,1.2352,-29.33891736,1.0002,22.97653972,-102.66,101.57,15.84,145.055913,37.7899,15.70096329,48.2286,74.4267,1.7147,1.0366,0.142851833,8.129028874,0,0.0463,0.057570827,0.071,-14.54682982,1.976,0.4807,25.57328101,0.083486089,0,0.266739929,46.6962,0,7.7094,0,789.8037561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,林州市,0,40.24870449,866.6,1452.5555,0,16.281,17.05714949
196802.SH,黔西南州兴安开发投资股份有限公司,0,2021/8/5,1,地方国有企业,0,建筑与工程,562.9391259,58.3714,13.4277,0.6465,0.6517,97.64146279,0.2875,43.80879828,104.5136,139.38,44.47,337.6626368,67.7484,61.16968002,95.8539,26.0322,5.435,1.2103,0.025294752,16.20247129,1.152036373,0.0098,0.018098712,0.0183,0.526254232,1.6999,0.6407,52.91136352,0.017831077,1.786207785,0.107048186,41523.1549,0.0087,2.5027,0.28638013,170.0191194,-17.3053,13.1219,5.87258584,6.202257001,72.70139037,-66.71193773,1.305784029,标准无保留意见,100,地方国资委,0,0,0.4,319439.34,黔西南布依族苗族自治州,0.3,138.3073329,49.7,10052.20946,2233.583833,29.113,14.9524
032100816.IB,日照市土地发展集团有限公司,0,2021/8/5,0,地方国有企业,0,建筑与工程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,日照市,0,0,0,0,0,0,0
196629.SH,嘉兴市东部建设开发集团有限公司,0,2021/8/4,0,地方国有企业,0,综合类行业,458.0245235,44.2297,39.6804,1.6894,1.0393,99.87360262,1.2206,45.47549276,84.9637,90.69,93.05,234.4876518,42.7588,16.71014451,91.2742,73.1421,2.9185,0.4275,0.031132241,318.9911704,126.9349622,0.0225,0.170155795,0.1854,-6.025746304,63.5939,0.1914,26.20354366,0.083162545,64.99648885,1.544265026,22149.1596,0.0163,5.6899,1.789906898,334.6507572,97.3623,-11.605,13.22458526,9.511352168,240.0661665,28.4205685,1.675218869,标准无保留意见,100,地方国资委,0,0,15.57,71000,嘉兴市,4.6,25.046,0,2371,0,12.4165213,1.336
196519.SH,贵州东湖新城市建设投资有限公司,0,2021/8/4,0,地方国有企业,0,建筑与工程,801.9852996,19.887,20.5968,2.3463,1.2308,94.19917154,1.5622,28.43602119,65.8698,72.91,103.62,502.3832461,57.2324,36.89682623,94.7104,56.2958,2.9395,1.3224,0.001614008,59.58053287,0,0.0238,0.242174017,0.2428,8.674522472,0,0.4003,36.18698175,0.066458782,0,0.006239472,4998.6303,0.0735,3.576,0.634779143,1534.094263,14.5045,20.1251,3.141681385,5.597964287,14.11634256,-90.92942124,1.381067172,标准无保留意见,100,地方政府,0,0,10.913439,372674.6,兴仁市,2.78,34.31490987,2.6,771.6984929,1265.011487,3.474488879,13.92181007
196770.SH,徐州工业园区投资发展有限公司,0,2021/8/4,0,地方国有企业,0,建筑与工程,552.8224553,19.4204,20.8822,2.6745,1.4084,99.80530143,1.5256,28.52744548,22.7284,172.76,-127.53,-610.7326379,53.2228,30.33821567,89.7558,61.7235,2.7322,0.8556,0.518782078,-28.5924802,0,0.029,-0.252182454,-0.6668,-13.01858541,0,0.358,38.27653456,0.056409237,0,0.704992204,4507.4415,0.083,2.1165,3.590567089,676.5909901,-3.0178,4.2502,23.5645927,77.29535654,200.8338763,175.3961828,1.385080845,标准无保留意见,100,地方政府,0,0,18.29,38200,徐州市,10,27.9575,399.5,1499.93,500,18.795,3.9632
133053.SZ,防城港市文旅集团有限公司,0,2021/8/4,0,地方国有企业,0,建筑与工程,993.7177426,6.5929,3.4355,0.6346,0.3664,41.39144398,0.3988,5.080717154,-9.2569,57.71,-125.31,-3641.200217,48.7441,35.03189573,84.194,43.5454,3.9666,0.5087,0.176230327,-200.0831597,-89.17243112,0.0098,-0.395327001,-0.4522,-35.04974399,0,0.437,56.10134687,0.016028643,0,0.636327841,3058.3694,0.1264,1.7121,63.75252286,235.7146426,25.7449,113.4825,0.525162795,26.66667921,90.14118284,-11.43089863,1.579786552,标准无保留意见,100,地方国资委,0,0,2.8,0,防城港市,5,31.49860492,248.7536767,1395.721329,1131.785487,17.36542216,3.736
188478.SH,西藏天路股份有限公司,0,2021/8/3,0,地方国有企业,1,建筑与工程,7076.781814,27.3753,11.2968,10.8619,8.4556,98.57519249,4.21,17.61660712,89.1564,98.32,8.42,136.3977244,47.3696,32.00911284,57.3822,64.9627,1.8647,1.7655,0.677893444,51.30902031,3.841824794,0.2108,0.156613201,0.4511,-18.88895946,8.9483,0.6237,34.68851807,0.32773315,11.01846308,2.138730756,153.57,4.4813,4.9156,3.57630387,238.4271384,-3.9313,25.8924,20.88440563,-0.04880107,-196.7029116,-30.61095787,2.043536727,标准无保留意见,21.36000061,地方国资委,0,0,63.19,0,拉萨市,9.20886556,38.03975429,537.01405,1457.829671,584.7538552,30.49463129,5.243778537
2121034.IB,青海互助农村商业银行股份有限公司,0,2021/8/3,0,公众企业,0,区域性银行,164.4364766,0,19.7416,7.3206,0,89.78686212,0,0,49.6619,0,-303.08,-1535.246326,92.9948,0,0,0,0.4959,0,0,0,0,0,-0.072377208,0,-6.21959685,0,0,0,0,0,0,0,0,0,0,8.799663052,-7.1053,10.0696,41.91024215,20.47450799,-252.9542026,0,0,标准无保留意见,0,0,0,0,0,0,海东市,2.026788,68.85850114,0,0,0,0,0
196551.SH,珠海航空城发展集团有限公司,0,2021/8/2,0,地方国有企业,0,综合类行业,7680.4256,10.965,-2.299,-5.1476,0.4277,129.471591,-1.2185,0,0,82.88,3.24,-108.8562117,73.6955,71.63925034,67.4815,48.9067,1.8723,1.8402,0.491259973,3.56869841,0.814913265,0,0.022944359,0.0333,-16.0763553,0.3118,1.1977,47.14214369,0,0,0.482767361,363.8294,2.4668,1.6522,6.645519466,392.8402389,-203.4803,1141.9535,2.046137738,250.3186105,0,96.22343051,0.735333765,标准无保留意见,0,0,0,0,70.83,0,珠海市,12.2808458,108.375093,3082.3724,7280.9854,0,86.7853,4.741514
188453.SH,福建省华兴集团有限责任公司,0,2021/8/2,1,地方国有企业,0,特殊消费者服务,61.63987149,79.6613,65.1535,0.992,1.5418,111.3789283,0.7751,104.8422489,-318.1391,147.41,-937.65,-1507.390777,21.6514,17.25412713,32.8753,27.6483,5.4918,5.4918,2.187213975,-1109.573013,-40.12774928,0.0734,-1.645960315,0,-51.66456631,10.4453,0.5826,26.42547919,0.265339223,11.87458575,14.74309583,135.6494,0,2.6539,7.210172792,10.91586831,66.2796,-32.4317,32.57799911,1.415096991,461.4513827,73.99665652,2.422667696,标准无保留意见,100,地方国资委,0,0,12.7,4600,福州市,27.3,3.511421401,52.08904871,0,298.970836,1.0712,0
032100812.IB,重庆市蔡家组团建设开发有限公司,0,2021/8/2,1,地方国有企业,0,建筑与工程,906.8637511,18.5015,14.497,1.5957,0.7936,99.97504265,0.8151,18.77695519,78.9011,106.57,53.57,369.5467232,61.2,42.73154712,97.8708,52.9717,3.019,1.3834,0.098335378,29.50662109,65.85785841,0.0129,0.06251349,0.0686,3.460595062,48.9696,0.4397,47.02826803,0.021910876,49.18263617,0.417033613,5405.4054,0.0666,0,4.205373955,88.09502181,8.5893,-2.3944,1.694868565,1.612823363,-187.3808219,-49.95967511,1.336297532,标准无保留意见,100,地方国资委,0,0,21.6,286900,重庆市,3.089,77.71546885,300,3801.25,2323.796885,21.7,13.465
196704.SH,福建省漳州高速公路有限公司,0,2021/7/30,0,地方国有企业,0,公路运输,914.5478,66.1901,26.7132,2.5388,3.3492,105.5931268,1.4473,0,105.197,86.26,63.3,244.7392108,43.6844,38.33013318,10.9476,20.2313,1.2387,1.2304,0.056796217,51.85260229,1.791875662,0,0.083628259,0.0847,3.211991279,1.8088,16.5176,79.44946524,0,0,0.075211778,48.9843,27.5816,10.0189,1.30523421,1719.471745,-44.4027,-24.5829,1.334927942,-1.622991466,108.8970212,12.84035178,1.331234059,标准无保留意见,71.66999817,地方国资委,0,0,78.64,0,漳州市,2.57402,69.219736,0,5805.5925,0,13.2531,11.16381
133045.SZ,诸暨市交通基础设施建设有限公司,0,2021/7/30,1,地方国有企业,0,综合类行业,658.9677884,-6.8047,29.1177,2.5211,1.399,99.53636608,1.2103,40.6116341,-54.8865,27.19,-553.3,-1972.080039,53.2744,38.82679488,72.1699,46.3615,2.922,0.6991,0.164650063,-124.8710281,-160.1387676,0.0247,-0.629425019,-0.734,-38.12365002,11.693,0.602,53.63850337,0.046199021,14.26017015,0.282684251,3960.9306,0.0945,2.3777,12.91373776,81.18778581,36.5651,15.7534,65.27827296,105.0509636,-96.14382634,3.444922265,1.176624884,标准无保留意见,100,地方国资委,0,0,28.87,102800,诸暨市,5.477,57.92711239,1528,1186.93,1685.906679,84.23,13.9187456
196546.SH,湖州南浔振浔污水处理有限公司,0,2021/7/30,1,地方国有企业,0,水务,713.7748934,10.9565,18.7196,2.8705,4.0728,100.0049469,1.7663,52.28871,-101.3682,121.87,-14.14,-75.56219337,40.6939,26.90814672,37.3027,46.3481,1.9778,0.4015,0.015356696,-8.262087363,-0.541150358,0.1054,-0.042025973,-0.0423,-3.606670472,1.7501,1.1839,52.84398196,0.155354707,2.006508773,0.011964498,1385.2046,0.3102,1.6024,8.738474544,1532.716329,-16.1186,61.3269,24.47752361,13.02109138,-134.1932008,-81.61798048,1.415496034,标准无保留意见,100,地方政府,0,0,0.112,80000,湖州市,0.16,24.02397014,566.8322914,224,956.3925943,10.16832291,6.551721288
2123013.IB,交银人寿保险有限公司,0,2021/7/30,0,中央国有企业,0,人寿与健康保险,18780.60758,0,3.3249,9.1384,0,100.1278034,0,0,-414.4899,0,69.66,2095.231629,90.1174,0,0,0,0,0,0,0,0,0,54.95440754,0,4.920858028,0,0,0,0,0,0,0,0,0,0,602.4452669,27.8525,32.1915,7.236948237,32.34969971,167.8864568,133.6935369,0,标准无保留意见,62.5,0,0,0,0,0,上海市,51,2.380754,0,0,0,0,0
032100807.IB,成都市蜀州城市建设投资有限责任公司,0,2021/7/30,1,地方国有企业,0,建筑与工程,467.6668993,7.8261,9.5061,0.5175,0.525,115.1311615,0.433,13.71385548,23.1745,112.46,-34.63,-364.2505722,30.3382,15.3079873,58.5956,58.497,3.3017,0.7746,0.095749318,-139.5980284,0,0.0171,-0.097869765,-0.1121,-4.318055712,0,0.3082,41.50301867,0.038762116,0,1.810992786,4682.0001,0.0785,3.7495,0,180.2375326,23.2918,-15.5886,0.518889765,12.44299278,-160.9881692,-45.13145154,2.200643977,标准无保留意见,100,地方国资委,0,0,0,608100,崇州市,1,16.54583646,0,52,1486.583646,0,1.16
102101415.IB,东浩兰生(集团)有限公司,0,2021/7/30,0,地方国有企业,0,人力资源与就业服务,161830.7285,1.9738,0.5842,5.7709,3.4475,97.63704966,4.4886,0.906891763,37.1635,101.81,0.41,84.55634686,52.4766,10.16994411,62.1759,91.6791,1.2924,1.1701,0.774734696,230.041918,13.12588098,0.079,1.047057979,0,5.722225715,0,0.3104,3.275194394,2.32069323,0,39.99836628,10.0139,82.9988,63.4196,19.13498374,1583.220107,-22.8687,-7.0911,2.16975619,-4.27173248,-18.47712023,21.64839943,5.667962661,标准无保留意见,100,地方国资委,0,0,86.49,0,上海市,22,6.324099749,287.8475,0,0,2.471123764,0
188446.SH,中国外运股份有限公司,0,2021/7/29,0,中央国有企业,1,航空货运与物流,84536.84138,5.8447,3.3979,9.355,6.0209,95.58239876,5.8528,7.014040015,7.456,99.62,4.68,143.6375345,51.0006,23.35971404,42.9318,72.3532,1.1634,1.1601,0.482687588,58.35601248,8.193687162,0.1766,0.267132963,1.1497,7.789472907,11.4832,2.3378,19.22345634,0.400353094,19.19908373,1.676955928,45.471,768.8461,7.9995,8.024277506,779.8696735,0.2137,8.8619,7.029726249,6.11030763,118.3079187,8.532507018,2.492274796,标准无保留意见,33.40000153,国资委,0,0,196.32,10900,北京市,73.55104875,148.1054593,502.4721106,6256.458851,0,57.04132914,62.51548647
196541.SH,无锡市城市投资发展有限公司,0,2021/7/29,1,地方国有企业,0,建筑与工程,111.7021901,56.3884,5.7849,0.1216,0.1084,105.6689659,0.0932,17.49680381,134.7801,79.29,-586.36,-10866.63963,48.5572,0.18662597,27.6606,99.8024,0.5708,0.5687,0.052236193,-43.66505806,0,0.0042,-0.436650581,-0.5216,-17.37038026,0,0,0,0.013029542,0,0.162921978,90.7355,4.7778,23.3963,4.425827124,16.3882468,-49.5837,23.8466,-0.12043083,-3.078905509,-300.048618,-78.15699732,0.404307147,标准无保留意见,100,地方国资委,0,0,0,4203.22,无锡市,51.43021456,15,0,0,0,0,15
012102744.IB,国家能源集团长源电力股份有限公司,0,2021/7/29,0,中央国有企业,1,电力,5722.155055,11.9622,6.2129,8.5046,6.6284,99.19778887,4.2674,22.19120596,70.4338,109.19,10.1,163.1083048,54.6645,33.0651971,15.0831,61.1929,0.4509,0.4235,0.176963408,37.45125552,3.896990224,0.2398,0.147829452,0.1527,0.312983681,4.4045,0,37.7708758,0.324903782,8.684541671,0.080209274,55.5138,33.0451,8.0682,10.03807526,4248.566479,-39.5003,-22.3178,-0.21945265,-0.543478491,-167.9567228,-19.98021126,1.390533031,标准无保留意见,37.38999939,国资委,0,0,347.51,0,武汉市,27.49327699,39.08280797,1206.182113,1500.675543,499.6775032,57.66483642,1.969538574
032100804.IB,山西煤炭进出口集团有限公司,0,2021/7/29,0,地方国有企业,0,煤炭与消费用燃料,209827.4083,16.8647,1.3429,2.2284,3.1027,109.034586,0.3976,11.08863129,57.7896,94.23,8.09,1537.784792,75.5926,66.4380082,28.8845,66.8211,0.5718,0.4647,0.263245845,11.35037644,2.319907521,0.0696,0.100124472,0.14,2.407965621,1.924,0,30.87882815,0.137470041,3.693954505,0.322916918,58.0621,8.1203,26.2223,5.086181233,1030.782386,-26.8412,-7.2283,3.489043914,33.91978343,125.8047005,39.03452894,0.489067908,标准无保留意见,90,地方国资委,0,0,1091.68,743147,太原市,106.232299,1694.96456,55787.54558,52385.22666,20259.5609,1210.442022,408.1795564
149561.SZ,中国华西企业有限公司,0,2021/7/28,1,地方国有企业,0,建筑与工程,11901.8183,6.6134,1.8461,13.3819,3.6301,102.0784604,5.6935,0,92.4461,94.74,3.92,216.7212333,85.0571,21.53343694,85.3948,95.2191,1.0544,0.5619,0.220700376,12.75688652,0,0,0.249385572,3.3731,3.556642063,2.9767,0.9233,2.157361605,0,0,0.473712835,252.3716,2.0803,4.5386,2.298745494,919.9027263,-3.4646,-4.0052,43.17021634,9.924707734,0,36.47833949,1.271573457,标准无保留意见,0,0,0,0,5.7,1082600,深圳市,6,18.723521,959.6512,231.5364,0,9.914264,6.811646
196535.SH,绵竹市金申投资集团有限公司,0,2021/7/28,1,地方国有企业,0,建筑与工程,525.1671807,25.3237,18.0484,1.6769,1.5226,80.38220883,1.1129,27.34233038,42.3528,118.93,38.42,224.3907068,33.2319,24.49049539,76.374,38.0791,6.0354,2.4533,0.745362591,29.53618397,7.351767494,0.0497,0.088717946,0.1387,10.26478651,8.3615,0.3229,61.67024711,0.063129876,8.981958675,1.200473602,3756.5574,0.107,0.9182,3.530372908,74.50799279,-8.4688,-4.7713,5.917907787,-14.54095245,110.9903462,3.883589599,2.211652686,标准无保留意见,90,地方政府,0,0,14.829001,2000,绵竹市,1.01,22.7456403,158.92525,926.3630018,664.9893783,2.675449908,5.242864
133044.SZ,徐州市国盛控股集团有限公司,0,2021/7/27,1,地方国有企业,0,综合类行业,530.2045623,26.8776,34.8919,1.0758,1.0375,98.01041942,0.6666,40.02002787,20.5508,52.69,-94.5,-367.8629097,19.8171,19.06864229,33.0211,28.7899,5.7878,5.1991,4.216607049,-99.8074178,-9.22329079,0.0458,-0.300037421,0,-96.71473492,0,0.5166,64.56561212,0.12706611,0,11.21290075,501.4799,0.9835,2.658,7.561369465,13.04828235,183.4979,254.928,23.94702713,148.7056483,245.1374225,71.87111771,2.834158583,标准无保留意见,100,地方国资委,0,0,7.11,0,徐州市,50,16.69902495,502,373.02,794.8824951,5.86,0
188413.SH,新凤祥控股集团有限责任公司,0,2021/7/27,0,民营企业,0,金属非金属,51858.86813,3.7946,0.6322,2.4708,3.7134,99.16548053,0.8934,3.413397145,53.0634,107.19,4.26,912.3915854,61.6788,13.87951183,67.3932,91.4166,1.1952,0.8063,0.532944257,17.90609742,2.657279684,0.0945,0.142928815,0.3167,6.473216287,1.6467,0.4809,8.544397045,0.11459517,2.673937115,0.687455232,54.1196,7.275,77.6678,98.60538468,3206.922456,-61.4364,7.7232,3.779734922,4.874736307,204.9826213,29.09273288,2.601331295,标准无保留意见,67.22000122,个人,0,0,52.389874,56981.42,聊城市,39.6,154.4697852,6973.623617,1496,66.067,192.4417088,31.23366986
102101360.IB,湖南湘科控股集团有限公司,0,2021/7/27,0,地方国有企业,0,基础化工,4706.100233,36.3583,2.6236,3.3277,3.4369,108.4276744,1.1335,11.12555462,61.1348,104.69,18.48,1101.44504,65.3172,38.56359843,51.5116,76.4113,1.0321,0.8814,0.581469807,30.85657141,6.672308071,0.0832,0.239870388,0.9201,9.595596255,2.8993,9.6183,17.87190291,0.144392484,4.713569493,0.951011611,130.083,4.3791,7.5197,5.298027278,212.4769346,113.3803,-10.9868,4.896291305,9.357570889,-59.09291465,42.5101429,0.937371408,标准无保留意见,0,0,0,0,121.25,0,长沙市,30,36.26087308,2529.803374,975.968074,0,33.88369487,1.203158605
012102707.IB,江西赣能股份有限公司,0,2021/7/27,0,地方国有企业,1,电力,2677.189521,20.7794,11.8104,6.4585,5.8159,104.0375339,4.1438,26.68330572,82.5565,102.4,18.97,160.703329,36.9682,19.08957883,19.6085,60.0416,0.8834,0.8062,0.508433368,35.98124816,5.53712494,0.2419,0.196058416,0.2463,5.526553988,5.0932,0,39.91285915,0.275819771,8.156317073,0.37437495,70.7173,12.6516,8.5182,9.960921244,717.8560045,13.6757,0.257,4.566117439,15.56084698,132.708739,142.5782241,2.174492105,标准无保留意见,39.72000122,地方国资委,0,0,79.48,0,南昌市,9.7567776,25.8996178,1177.533433,665.3347678,513.3813505,23.17566547,2.337122289
102101384.IB,江苏中南建设集团股份有限公司,0,2021/7/27,0,民营企业,1,房地产开发,78600.84831,17.2919,9.9287,28.2319,3.3849,101.4254236,5.5181,14.77657913,56.3817,113.21,10.77,119.6340709,86.5379,66.77756454,83.4571,81.4437,1.1841,0.456,0.140308378,24.80044898,1.223601677,0.0374,0.105973807,0.18,-1.750475832,1.6427,1.2374,18.26470941,0.145360729,24.13265365,0.962463741,1064.1375,0.3526,8.3429,2.358532271,387.3584297,69.063,9.425,33.87174121,17.87399681,188.6156371,29.32344064,0.618511144,标准无保留意见,53.83000183,个人,0,0,1594.87,760200,南通市,38.26558901,799.0133653,10556.64609,43068.64046,13462.07702,559.7405656,128.1397296
123118.SZ,青岛惠城环保科技集团股份有限公司,0,2021/7/26,0,民营企业,1,特种化工,323.8596601,28.8206,8.3416,4.1091,3.5852,111.2214193,3.8597,22.4199464,69.6571,86.43,12.08,144.7847521,30.8082,9.346585822,33.7191,76.8444,1.4243,1.1565,0.655405997,53.24977995,12.12274754,0.2449,1.151573336,0,-30.68928118,19.6025,0.7102,11.66228547,2.137726361,42.14041795,2.033154138,180.5117,4.286,3.7299,3.788906827,161.9957821,-15.6523,-5.7985,2.622801032,8.716983068,-151.1966843,-45.23299774,4.387270316,标准无保留意见,17.05999947,个人,0,0,4.8,0,青岛市,1.00004149,0.339656017,0,0,0,0,0.339656017
